sample_id,species_common_name,species_scientific_name,species_height_max,species_k,age_years,pruning_count,soil_depth,soil_inclination,soil_quality,soil_coverage,annual_rainfall,altitude,avg_temperature,has_fertilization,has_irrigation,nearby_trees_count,avg_neighbor_distance,wire_context,wire_height,fibonacci_modifier,canopy_ratio,soil_modifier,climate_modifier,management_modifier,total_modifier,estimated_height,annual_growth_m,height_next_year,days_to_wire,risk_status,will_reach_wire
2617,Sabiá,Mimosa caesalpiniifolia,9.0,0.2,43.87,2,0.98,36.86,BAD,0.79,678.2,375.5,25.9,0,1,6,2.7,RURAL_DISTRIBUTION,7.0,0.9068,0.9736,0.2965,1.0356,1.1,0.2761,8.2,0.043,8.24,0,CRITICAL,1
2618,Croton,Croton blanchetianus,5.0,0.25,39.67,2,1.54,42.89,REGULAR,0.48,338.8,314.8,30.4,0,0,0,14.9,URBAN_MEDIUM_VOLTAGE,6.0,0.9068,1.22,0.7184,0.72,1.0,0.469,4.95,0.006,4.96,-1,TO_PRUNE,0
2619,Piptadenia,Piptadenia moniliformis,14.0,0.11,0.5,1,0.43,2.22,REGULAR,0.19,1041.1,815.5,32.1,1,1,1,13.0,URBAN_LOW_VOLTAGE,5.5,0.9161,1.2059,0.2802,0.9936,1.18,0.2993,0.23,0.446,0.68,7890,NORMAL,1
2620,Algaroba,Prosopis juliflora,12.0,0.18,21.18,2,0.63,35.52,GOOD,0.33,724.8,527.2,27.9,0,0,3,11.8,RURAL_DISTRIBUTION,7.0,0.9068,1.1778,0.3742,1.045,1.0,0.3486,8.82,0.193,9.01,0,CRITICAL,1
2621,Cenostigma,Cenostigma pyramidale,7.0,0.16,33.49,3,1.22,29.76,BAD,0.14,734.7,882.6,27.4,0,1,6,6.9,URBAN_LOW_VOLTAGE,5.5,0.8301,1.1154,0.5367,0.9632,1.1,0.4523,6.38,0.043,6.42,0,CRITICAL,1
2622,Cenostigma,Cenostigma pyramidale,7.0,0.16,23.15,5,1.08,8.91,REGULAR,0.14,336.2,292.3,32.8,1,0,9,9.8,URBAN_LOW_VOLTAGE,5.5,0.7244,1.0934,0.7009,0.72,1.08,0.3748,5.25,0.102,5.35,-1,UNDER_OBSERVATION,0
2623,Catingueira,Caesalpinia pyramidalis,12.0,0.18,0.5,0,1.59,23.3,GOOD,0.83,584.8,274.8,29.8,1,0,3,1.8,URBAN_LOW_VOLTAGE,5.5,1.0,1.0816,0.7165,1.017,1.08,0.7434,0.78,1.405,2.19,2310,NORMAL,1
2624,Fabaceae,Fabaceae sp.,10.0,0.13,0.5,5,0.39,12.7,GOOD,0.76,568.7,759.6,23.1,0,0,8,6.1,RURAL_DISTRIBUTION,7.0,0.7244,1.0445,0.2019,0.9326,1.0,0.1268,0.08,0.162,0.24,-1,NORMAL,0
2625,Cenostigma,Cenostigma pyramidale,20.0,0.08,0.5,1,1.45,26.64,BAD,0.87,853.1,71.2,32.3,0,1,3,3.7,URBAN_LOW_VOLTAGE,5.5,0.9161,1.1137,0.436,1.0706,1.1,0.4504,0.36,0.695,1.05,4350,NORMAL,1
2626,Apuleia,Apuleia leiocarpa,8.0,0.14,0.5,7,1.51,13.24,GOOD,0.22,661.9,384.7,30.0,0,1,2,7.4,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.1907,1.0399,1.0324,1.1,0.8402,0.46,0.837,1.3,6630,NORMAL,1
2627,Carnauba,Copernicia prunifera,15.0,0.08,16.07,6,0.7,22.19,GOOD,0.89,508.4,703.2,28.9,1,1,1,15.1,URBAN_LOW_VOLTAGE,5.5,0.7202,1.2059,0.3204,0.9215,1.18,0.2495,4.12,0.215,4.33,3900,TO_PRUNE,1
2628,Algaroba,Prosopis juliflora,12.0,0.18,35.76,1,1.62,39.93,BAD,0.58,1031.1,776.0,32.9,1,0,1,15.1,URBAN_LOW_VOLTAGE,5.5,0.9161,1.2059,0.5106,0.9936,1.08,0.4991,11.52,0.041,11.56,0,CRITICAL,1
2629,Juazeiro,Ziziphus joazeiro,10.0,0.12,0.5,5,0.72,15.2,BAD,0.87,706.9,33.0,28.3,0,1,6,5.3,URBAN_LOW_VOLTAGE,5.5,0.7244,1.0614,0.2272,1.0414,1.1,0.1766,0.11,0.207,0.32,22230,NORMAL,1
2630,Angico,Anadenanthera colubrina,18.0,0.09,18.09,2,1.07,17.87,BAD,0.16,728.1,509.3,30.9,1,0,8,2.8,URBAN_LOW_VOLTAGE,5.5,0.9068,0.896,0.4909,1.0456,1.08,0.4375,9.17,0.341,9.51,0,CRITICAL,1
2631,Carnauba,Copernicia prunifera,15.0,0.08,10.71,7,1.44,19.96,GOOD,0.31,278.6,691.3,29.1,0,0,2,18.0,URBAN_LOW_VOLTAGE,5.5,0.7199,1.1919,0.9242,0.6624,1.0,0.4358,4.67,0.354,5.02,1410,TO_PRUNE,1
2632,Oiticica,Licania rigida,15.0,0.1,0.5,4,1.73,7.77,BAD,0.8,835.7,519.0,27.4,0,1,9,8.3,URBAN_LOW_VOLTAGE,5.5,0.7819,1.0934,0.5146,1.0671,1.1,0.4484,0.33,0.643,0.97,5160,NORMAL,1
2633,Cenostigma,Cenostigma pyramidale,7.0,0.16,1.2,0,1.88,26.58,REGULAR,0.47,807.2,263.5,27.7,0,0,10,2.2,URBAN_LOW_VOLTAGE,5.5,1.0,0.7812,0.7772,1.0614,1.0,0.6801,0.86,0.633,1.49,-1,NORMAL,0
2634,Geoffroea,Geoffroea spinosa,10.0,0.12,17.86,7,0.31,31.63,GOOD,0.35,881.4,255.5,24.8,0,0,9,10.1,URBAN_LOW_VOLTAGE,5.5,0.7199,1.0934,0.1855,1.0763,1.0,0.1365,2.54,0.121,2.66,19980,NORMAL,1
2635,Apuleia,Apuleia leiocarpa,7.0,0.16,0.5,1,1.17,24.05,BAD,0.35,581.1,307.4,24.9,1,1,7,4.3,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,0.9956,0.4782,1.0162,1.18,0.4781,0.26,0.496,0.76,-1,NORMAL,0
2636,Angico,Anadenanthera colubrina,18.0,0.09,38.48,6,0.56,31.82,BAD,0.07,446.2,279.2,24.8,0,0,7,2.4,URBAN_MEDIUM_VOLTAGE,6.0,0.7202,0.9207,0.2517,0.9892,1.0,0.1579,7.58,0.147,7.73,0,CRITICAL,1
2637,Apuleia,Apuleia leiocarpa,8.0,0.15,0.88,7,0.53,31.39,REGULAR,0.71,873.5,472.0,22.4,0,1,7,2.2,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,0.9129,0.2332,1.0747,1.1,0.1741,0.18,0.202,0.38,-1,NORMAL,0
2638,Euphorbiaceae,Euphorbiaceae sp.,6.0,0.2,0.5,2,1.71,14.29,REGULAR,0.35,903.1,618.9,25.4,1,0,5,9.1,URBAN_MEDIUM_VOLTAGE,6.0,0.9068,1.1497,0.87,0.9936,1.08,0.8228,0.47,0.839,1.31,-1,NORMAL,0
2639,Geoffroea,Geoffroea spinosa,14.0,0.11,0.5,0,1.89,0.81,BAD,0.62,437.7,483.3,28.5,1,1,10,11.2,URBAN_LOW_VOLTAGE,5.5,1.0,1.0794,0.5892,0.9875,1.18,0.6479,0.49,0.929,1.42,3510,NORMAL,1
2640,Angico,Anadenanthera colubrina,18.0,0.09,8.62,5,0.53,20.72,GOOD,0.31,385.8,722.3,27.1,0,1,1,9.8,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.2059,0.3391,0.899,1.1,0.2416,3.08,0.321,3.4,5460,NORMAL,1
2641,Bauhinia,Bauhinia,8.0,0.14,23.49,3,1.58,36.86,GOOD,0.25,386.1,789.3,30.8,0,0,1,12.9,URBAN_LOW_VOLTAGE,5.5,0.8301,1.2059,0.9274,0.899,1.0,0.6882,7.17,0.076,7.25,0,CRITICAL,1
2642,Oiticica,Licania rigida,15.0,0.1,40.6,8,1.26,9.77,BAD,0.01,619.0,667.1,31.7,0,0,4,2.2,URBAN_LOW_VOLTAGE,5.5,0.72,1.0445,0.638,0.9419,1.0,0.4023,12.07,0.116,12.19,0,CRITICAL,1
2643,Croton,Croton blanchetianus,5.0,0.25,7.09,5,0.8,5.0,REGULAR,0.2,680.0,150.0,27.8,1,1,0,12.6,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.22,0.5133,1.036,1.18,0.4546,2.77,0.24,3.01,-1,NORMAL,0
2644,Croton,Croton blanchetianus,5.0,0.25,14.96,0,0.54,41.27,BAD,0.54,408.4,367.5,27.1,1,1,8,13.9,URBAN_LOW_VOLTAGE,5.5,1.0,1.1075,0.1853,0.9817,1.18,0.205,2.68,0.116,2.8,-1,NORMAL,0
2645,Croton,Croton blanchetianus,5.0,0.25,0.5,3,0.96,20.03,REGULAR,0.8,644.7,300.1,28.8,1,0,6,11.8,URBAN_LOW_VOLTAGE,5.5,0.8301,1.1356,0.4198,1.0289,1.08,0.3742,0.23,0.426,0.66,-1,NORMAL,0
2646,Euphorbiaceae,Euphorbiaceae sp.,6.0,0.2,1.11,8,1.23,3.96,BAD,0.24,792.3,752.5,33.1,1,0,5,2.1,URBAN_LOW_VOLTAGE,5.5,0.72,0.9978,0.5756,0.9738,1.08,0.3971,0.51,0.419,0.93,-1,NORMAL,0
2647,Sabiá,Mimosa caesalpiniifolia,9.0,0.2,41.97,0,0.85,7.34,REGULAR,0.76,727.0,858.2,29.7,1,0,1,5.2,URBAN_LOW_VOLTAGE,5.5,1.0,1.193,0.4015,0.9618,1.08,0.4126,8.72,0.022,8.74,0,CRITICAL,1
2648,Oiticica,Licania rigida,15.0,0.1,23.89,0,1.05,12.53,BAD,0.07,863.8,886.7,29.8,0,1,0,6.3,URBAN_LOW_VOLTAGE,5.5,1.0,1.22,0.5124,0.9869,1.1,0.5563,11.03,0.215,11.24,0,CRITICAL,1
2649,Angico,Anadenanthera colubrina,18.0,0.09,31.09,3,1.65,37.83,GOOD,0.19,813.4,220.0,23.4,1,1,6,12.3,URBAN_LOW_VOLTAGE,5.5,0.8301,1.1356,0.9493,1.0627,1.18,0.9549,16.76,0.102,16.86,0,CRITICAL,1
2650,Cenostigma,Cenostigma pyramidale,7.0,0.16,8.45,1,1.96,42.37,GOOD,0.78,748.0,549.2,27.4,1,0,0,14.4,URBAN_LOW_VOLTAGE,5.5,0.9161,1.22,0.6793,1.0496,1.08,0.7054,4.3,0.288,4.59,-1,TO_PRUNE,0
2651,Croton,Croton blanchetianus,5.0,0.25,28.11,8,1.74,37.07,REGULAR,0.36,645.7,545.1,26.3,0,0,5,8.2,RURAL_DISTRIBUTION,7.0,0.72,1.1497,0.7846,1.0291,1.0,0.565,4.91,0.012,4.92,-1,NORMAL,0
2652,Juazeiro,Ziziphus joazeiro,8.0,0.15,0.5,0,0.54,1.16,REGULAR,0.68,642.2,727.6,28.9,0,1,6,15.5,URBAN_MEDIUM_VOLTAGE,6.0,1.0,1.1356,0.2743,0.9462,1.1,0.2759,0.16,0.318,0.48,-1,NORMAL,0
2653,Algaroba,Prosopis juliflora,5.0,0.25,0.5,5,1.54,40.32,REGULAR,0.34,495.5,520.1,30.8,0,1,3,9.1,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1778,0.7806,0.9991,1.1,0.611,0.37,0.656,1.03,-1,NORMAL,0
2654,Piptadenia,Piptadenia moniliformis,7.0,0.18,0.5,0,1.94,29.93,GOOD,0.0,841.8,664.0,27.3,0,0,10,9.2,RURAL_DISTRIBUTION,7.0,1.0,1.0794,1.0688,0.9829,1.0,0.9914,0.6,1.046,1.65,-1,NORMAL,0
2655,Angico,Anadenanthera colubrina,18.0,0.09,22.37,4,1.89,17.46,BAD,0.29,864.9,871.5,25.5,1,0,7,8.8,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1216,0.6542,0.9871,1.08,0.5238,11.73,0.289,12.02,0,CRITICAL,1
2656,Craibeira,Tabebuia aurea,14.0,0.11,19.96,5,1.2,30.45,REGULAR,0.49,645.7,97.2,28.2,0,1,9,5.5,URBAN_LOW_VOLTAGE,5.5,0.7244,0.9922,0.6001,1.0291,1.1,0.4473,8.76,0.252,9.01,0,CRITICAL,1
2657,Geoffroea,Geoffroea spinosa,10.0,0.12,29.54,8,1.92,4.1,REGULAR,0.13,818.1,798.7,26.0,1,1,8,8.0,URBAN_LOW_VOLTAGE,5.5,0.72,1.1075,1.0048,0.9785,1.18,0.7977,9.41,0.054,9.46,0,CRITICAL,1
2658,Craibeira,Tabebuia aurea,14.0,0.11,13.17,7,1.43,19.86,REGULAR,0.85,940.5,599.9,28.3,0,1,7,15.9,RURAL_DISTRIBUTION,7.0,0.7199,1.1216,0.6061,1.08,1.1,0.4979,7.19,0.363,7.55,0,CRITICAL,1
2659,Geoffroea,Geoffroea spinosa,10.0,0.12,18.74,8,1.16,23.49,REGULAR,0.39,807.8,829.0,30.5,0,1,7,10.3,URBAN_LOW_VOLTAGE,5.5,0.72,1.1216,0.6296,0.9766,1.1,0.4678,6.51,0.191,6.7,0,CRITICAL,1
2660,Angico,Anadenanthera colubrina,9.0,0.2,0.5,6,0.86,23.91,REGULAR,0.77,849.8,95.6,28.2,0,1,9,2.3,URBAN_MEDIUM_VOLTAGE,6.0,0.7202,0.8302,0.377,1.07,1.1,0.2698,0.24,0.46,0.7,14430,NORMAL,1
2661,Bauhinia,Bauhinia,8.0,0.14,23.15,5,1.64,41.43,REGULAR,0.39,665.7,714.0,26.8,1,0,9,8.3,URBAN_LOW_VOLTAGE,5.5,0.7244,1.0934,0.7576,0.9505,1.08,0.5349,6.59,0.102,6.69,0,CRITICAL,1
2662,Geoffroea,Geoffroea spinosa,10.0,0.12,31.1,5,1.48,7.42,REGULAR,0.28,816.3,359.5,30.1,1,1,8,9.0,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.1075,0.9059,1.0633,1.18,0.7863,9.47,0.048,9.52,0,CRITICAL,1
2663,Apuleia,Apuleia leiocarpa,20.0,0.08,14.61,6,1.22,6.28,GOOD,0.14,700.2,92.4,24.6,0,1,7,17.6,URBAN_LOW_VOLTAGE,5.5,0.7202,1.1216,0.8962,1.04,1.1,0.7093,11.27,0.482,11.75,0,CRITICAL,1
2664,Sabiá,Mimosa caesalpiniifolia,9.0,0.2,20.38,7,0.72,30.9,GOOD,0.13,801.5,232.1,24.0,1,0,5,11.2,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.1497,0.4791,1.0603,1.08,0.3839,7.12,0.139,7.26,0,CRITICAL,1
2665,Angico,Anadenanthera colubrina,18.0,0.09,27.22,7,0.65,25.99,REGULAR,0.8,715.5,395.8,25.7,0,1,0,11.8,URBAN_LOW_VOLTAGE,5.5,0.7199,1.22,0.2771,1.0431,1.1,0.2289,7.73,0.209,7.94,0,CRITICAL,1
2666,Craibeira,Tabebuia aurea,5.0,0.25,0.5,8,1.96,32.68,BAD,0.06,505.5,524.8,26.8,0,1,2,16.7,URBAN_LOW_VOLTAGE,5.5,0.72,1.1919,0.6801,1.0011,1.1,0.5332,0.32,0.584,0.9,-1,NORMAL,0
2667,Carnauba,Copernicia prunifera,13.0,0.16,0.5,8,1.15,44.37,REGULAR,0.68,591.8,486.3,25.7,0,0,7,6.5,URBAN_LOW_VOLTAGE,5.5,0.72,1.0822,0.4856,1.0184,1.0,0.3364,0.35,0.663,1.01,5310,NORMAL,1
2668,Algaroba,Prosopis juliflora,12.0,0.18,26.71,1,1.47,6.45,GOOD,0.16,837.8,104.8,21.1,1,0,3,7.8,URBAN_LOW_VOLTAGE,5.5,0.9161,1.1778,1.0695,1.0676,1.08,1.1106,11.94,0.011,11.95,0,CRITICAL,1
2669,Piptadenia,Piptadenia moniliformis,8.0,0.15,0.5,5,0.58,10.35,GOOD,0.0,843.5,458.4,25.3,0,0,2,4.1,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.1536,0.4453,1.0687,1.0,0.3356,0.2,0.383,0.58,-1,NORMAL,0
2670,Craibeira,Tabebuia aurea,9.0,0.2,0.5,7,1.17,12.91,GOOD,0.38,605.7,579.5,29.0,0,0,8,16.9,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.1075,0.7471,1.0211,1.0,0.5245,0.46,0.85,1.31,7320,NORMAL,1
2671,Oiticica,Licania rigida,15.0,0.1,20.37,6,1.93,21.65,GOOD,0.67,737.4,87.9,25.5,1,1,8,4.0,URBAN_LOW_VOLTAGE,5.5,0.7202,0.95,0.796,1.0475,1.18,0.6321,10.86,0.254,11.11,0,CRITICAL,1
2672,Bauhinia,Bauhinia,10.0,0.12,0.5,1,0.55,42.87,REGULAR,0.85,701.4,667.2,24.9,1,0,4,3.3,RURAL_DISTRIBUTION,7.0,0.9161,1.0693,0.2105,0.9571,1.08,0.1873,0.11,0.22,0.33,-1,NORMAL,0
2673,Nim,Azadirachta indica,13.0,0.16,1.42,6,1.07,2.63,REGULAR,0.75,972.0,653.3,29.0,1,1,5,6.5,URBAN_MEDIUM_VOLTAGE,6.0,0.7202,1.1216,0.5182,0.9936,1.18,0.4203,1.18,0.769,1.95,4440,NORMAL,1
2674,Bauhinia,Bauhinia,8.0,0.14,27.31,7,0.42,10.38,GOOD,0.34,380.7,134.9,23.6,1,0,9,17.1,RURAL_DISTRIBUTION,7.0,0.7199,1.0934,0.2764,0.9761,1.08,0.1991,4.26,0.103,4.36,-1,NORMAL,0
2675,Sabiá,Mimosa caesalpiniifolia,9.0,0.2,23.35,1,1.67,36.01,GOOD,0.17,527.2,463.0,26.8,0,1,5,2.1,URBAN_LOW_VOLTAGE,5.5,0.9161,0.9978,0.9659,1.0054,1.1,0.8916,8.86,0.023,8.88,0,CRITICAL,1
2676,Croton,Croton blanchetianus,5.0,0.25,7.38,4,0.61,33.57,GOOD,0.21,1019.8,760.7,31.0,0,0,9,15.1,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.0934,0.3869,0.9936,1.0,0.2854,2.05,0.203,2.25,-1,NORMAL,0
2677,Oiticica,Licania rigida,15.0,0.1,33.66,3,0.89,6.46,BAD,0.3,1018.2,24.7,27.2,0,0,5,5.4,URBAN_MEDIUM_VOLTAGE,6.0,0.8301,1.0906,0.4008,1.08,1.0,0.3407,10.24,0.159,10.4,0,CRITICAL,1
2678,Croton,Croton blanchetianus,12.0,0.18,0.5,6,1.98,2.22,BAD,0.48,578.2,767.4,29.6,0,1,7,15.1,URBAN_MEDIUM_VOLTAGE,6.0,0.7202,1.1216,0.6326,0.9344,1.1,0.4498,0.48,0.896,1.38,4650,NORMAL,1
2679,Catingueira,Caesalpinia pyramidalis,8.0,0.15,34.72,7,0.63,1.98,REGULAR,0.38,433.5,487.2,28.8,1,0,2,9.2,RURAL_DISTRIBUTION,7.0,0.7199,1.1919,0.3753,0.9867,1.08,0.2847,6.18,0.076,6.26,-1,UNDER_OBSERVATION,0
2680,Oiticica,Licania rigida,15.0,0.08,0.5,5,0.39,30.99,REGULAR,0.01,449.5,755.1,28.0,1,0,10,17.5,URBAN_LOW_VOLTAGE,5.5,0.7244,1.0794,0.244,0.9107,1.08,0.1641,0.1,0.194,0.29,18180,NORMAL,1
2681,Cenostigma,Cenostigma pyramidale,7.0,0.16,34.61,5,1.03,13.49,BAD,0.37,647.3,840.5,28.6,0,1,2,13.3,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1919,0.4357,0.9471,1.1,0.3251,5.84,0.059,5.9,0,CRITICAL,1
2682,Geoffroea,Geoffroea spinosa,8.0,0.15,0.5,3,1.59,43.35,REGULAR,0.17,707.5,105.9,28.7,0,0,2,3.9,URBAN_MEDIUM_VOLTAGE,6.0,0.8301,1.1514,0.8338,1.0415,1.0,0.7011,0.41,0.758,1.17,-1,NORMAL,0
2683,Bauhinia,Bauhinia,8.0,0.14,24.63,3,0.68,19.24,GOOD,0.58,808.7,59.1,26.1,1,1,5,9.1,RURAL_DISTRIBUTION,7.0,0.8301,1.1497,0.3807,1.0617,1.18,0.3848,5.88,0.111,5.99,-1,TO_PRUNE,0
2684,Angico,Anadenanthera colubrina,18.0,0.09,3.99,0,0.36,39.92,BAD,0.08,579.8,256.0,27.7,0,0,4,9.9,URBAN_LOW_VOLTAGE,5.5,1.0,1.1638,0.1553,1.016,1.0,0.1542,0.97,0.235,1.21,11640,NORMAL,1
2685,Angico,Anadenanthera colubrina,8.0,0.15,0.5,6,1.94,40.29,GOOD,0.86,959.6,328.9,27.4,1,1,7,14.2,URBAN_LOW_VOLTAGE,5.5,0.7202,1.1216,0.6516,1.08,1.18,0.5745,0.34,0.632,0.97,10140,NORMAL,1
2686,Catingueira,Caesalpinia pyramidalis,7.0,0.18,0.5,3,1.55,24.82,GOOD,0.44,828.8,261.7,18.4,1,0,1,12.5,URBAN_MEDIUM_VOLTAGE,6.0,0.8301,1.2059,0.8909,1.0658,1.08,0.8465,0.51,0.917,1.43,-1,NORMAL,0
2687,Carnauba,Copernicia prunifera,15.0,0.08,0.5,4,1.75,24.71,REGULAR,0.16,682.1,778.4,18.9,1,0,1,2.3,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1767,0.9106,0.9535,1.08,0.7205,0.43,0.816,1.25,3960,NORMAL,1
2688,Craibeira,Tabebuia aurea,8.0,0.15,0.5,7,0.44,21.28,GOOD,0.07,585.7,442.8,20.6,0,1,0,6.5,URBAN_LOW_VOLTAGE,5.5,0.7199,1.22,0.3134,1.0171,1.1,0.2524,0.15,0.292,0.44,23400,NORMAL,1
2689,Angico,Anadenanthera colubrina,18.0,0.09,0.98,5,0.95,38.87,GOOD,0.08,892.4,504.6,22.2,1,1,3,7.5,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.1778,0.6234,1.0785,1.18,0.565,0.88,0.849,1.73,3690,NORMAL,1
2690,Sabiá,Mimosa caesalpiniifolia,18.0,0.09,0.5,3,1.47,8.92,REGULAR,0.52,778.8,529.4,27.1,1,1,10,8.0,URBAN_LOW_VOLTAGE,5.5,0.8301,1.0794,0.7922,1.0558,1.18,0.7731,0.62,1.168,1.79,2370,NORMAL,1
2691,Bauhinia,Bauhinia,18.0,0.09,0.5,6,1.89,30.04,GOOD,0.16,524.8,519.7,31.0,1,1,8,14.3,URBAN_LOW_VOLTAGE,5.5,0.7202,1.1075,0.9965,1.005,1.18,0.8128,0.65,1.224,1.87,2100,NORMAL,1
2692,Croton,Croton blanchetianus,5.0,0.25,0.5,8,1.62,16.57,BAD,0.89,341.3,563.1,35.2,1,0,4,17.7,RURAL_DISTRIBUTION,7.0,0.72,1.1638,0.4682,0.5616,1.08,0.1999,0.12,0.238,0.36,-1,NORMAL,0
2693,Apuleia,Apuleia leiocarpa,15.0,0.08,0.5,2,1.05,44.48,REGULAR,0.76,900.4,709.4,24.8,0,0,8,2.8,URBAN_LOW_VOLTAGE,5.5,0.9068,0.896,0.4223,0.9936,1.0,0.3312,0.2,0.387,0.59,8880,NORMAL,1
2694,Catingueira,Caesalpinia pyramidalis,14.0,0.11,0.5,7,1.07,4.22,GOOD,0.2,654.6,301.0,28.8,1,0,8,6.0,URBAN_LOW_VOLTAGE,5.5,0.7199,1.04,0.7712,1.0309,1.08,0.5736,0.43,0.83,1.26,4020,NORMAL,1
2695,Algaroba,Prosopis juliflora,8.0,0.14,0.5,1,0.69,2.65,BAD,0.57,810.2,501.8,30.2,0,1,10,12.0,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.0794,0.2745,1.062,1.1,0.2772,0.15,0.299,0.45,-1,NORMAL,0
2696,Croton,Croton blanchetianus,5.0,0.25,7.17,7,1.9,12.0,GOOD,0.58,630.8,663.7,26.1,0,1,10,10.5,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.0794,0.8722,0.9441,1.1,0.6154,3.34,0.237,3.58,-1,NORMAL,0
2697,Sabiá,Mimosa caesalpiniifolia,8.0,0.14,0.5,7,0.83,39.78,BAD,0.87,405.8,673.1,29.4,0,0,3,17.1,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.1778,0.2353,0.9027,1.0,0.1503,0.08,0.165,0.24,-1,NORMAL,0
2698,Angico,Anadenanthera colubrina,18.0,0.09,15.97,1,1.26,24.06,BAD,0.34,589.8,530.6,23.2,0,1,7,12.6,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.1216,0.5175,1.018,1.1,0.51,9.35,0.388,9.74,0,CRITICAL,1
2699,Bauhinia,Bauhinia,8.0,0.14,19.38,6,0.9,41.41,REGULAR,0.83,833.7,545.5,20.6,1,1,6,9.5,URBAN_MEDIUM_VOLTAGE,6.0,0.7202,1.1356,0.3513,1.0667,1.18,0.3077,4.53,0.146,4.68,-1,TO_PRUNE,0
2700,Bauhinia,Bauhinia,8.0,0.14,23.06,0,1.83,14.31,BAD,0.73,710.9,663.3,28.9,0,0,4,9.2,URBAN_LOW_VOLTAGE,5.5,1.0,1.1638,0.5233,0.9588,1.0,0.4905,6.36,0.109,6.47,0,CRITICAL,1
2701,Angico,Anadenanthera colubrina,8.0,0.15,0.5,8,0.99,15.2,GOOD,0.4,814.5,846.7,24.9,1,0,1,17.6,RURAL_DISTRIBUTION,7.0,0.72,1.2059,0.62,0.9779,1.08,0.4688,0.28,0.524,0.8,-1,NORMAL,0
2702,Juazeiro,Ziziphus joazeiro,10.0,0.12,3.47,3,0.31,14.95,REGULAR,0.61,850.1,467.0,32.5,1,1,7,8.1,URBAN_MEDIUM_VOLTAGE,6.0,0.8301,1.1216,0.1551,1.07,1.18,0.1562,0.63,0.174,0.8,29250,NORMAL,1
2703,Carnauba,Copernicia prunifera,14.0,0.11,0.5,0,1.05,32.94,BAD,0.06,876.1,659.2,26.5,0,1,4,5.2,URBAN_LOW_VOLTAGE,5.5,1.0,1.112,0.4717,0.9892,1.1,0.4911,0.37,0.717,1.09,4710,NORMAL,1
2704,Croton,Croton blanchetianus,5.0,0.25,37.29,4,1.82,20.44,BAD,0.49,1006.0,369.4,20.5,0,1,9,10.2,URBAN_LOW_VOLTAGE,5.5,0.7819,1.0934,0.5843,1.08,1.1,0.5153,4.96,0.005,4.96,-1,UNDER_OBSERVATION,0
2705,Oiticica,Licania rigida,15.0,0.1,11.9,6,0.94,35.44,BAD,0.77,665.4,632.4,28.6,1,0,4,1.7,URBAN_LOW_VOLTAGE,5.5,0.7202,1.0333,0.2898,0.9504,1.08,0.1982,3.15,0.233,3.38,6240,NORMAL,1
2706,Fabaceae,Fabaceae sp.,10.0,0.13,0.5,3,0.54,4.55,REGULAR,0.38,788.2,124.5,24.3,1,0,0,9.4,URBAN_LOW_VOLTAGE,5.5,0.8301,1.22,0.3184,1.0576,1.08,0.3019,0.19,0.378,0.57,11910,NORMAL,1
2707,Croton,Croton blanchetianus,5.0,0.25,24.99,0,0.55,3.54,GOOD,0.89,749.4,295.6,24.7,0,0,7,5.4,URBAN_LOW_VOLTAGE,5.5,1.0,1.0389,0.2717,1.0499,1.0,0.2646,4.04,0.061,4.1,-1,TO_PRUNE,0
2708,Apuleia,Apuleia leiocarpa,20.0,0.08,31.95,1,0.77,37.59,REGULAR,0.33,379.0,181.3,25.4,1,1,9,2.7,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,0.8504,0.4045,0.9758,1.18,0.3636,12.1,0.226,12.33,0,CRITICAL,1
2709,Piptadenia,Piptadenia moniliformis,7.0,0.18,28.08,5,1.41,18.28,GOOD,0.62,644.5,382.6,25.4,0,0,7,17.0,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1216,0.775,1.0289,1.0,0.5549,6.58,0.04,6.62,0,CRITICAL,1
2710,Geoffroea,Geoffroea spinosa,18.0,0.09,0.5,1,1.97,3.94,REGULAR,0.21,631.6,395.8,34.2,1,1,8,11.8,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.1075,0.9697,1.0263,1.18,1.0274,0.81,1.518,2.33,1380,NORMAL,1
