species,scientificName,family,genus,decimalLatitude,decimalLongitude,stateProvince,locality,municipality,year,month,day,basisOfRecord,occurrenceStatus,taxonRank,kingdom,phylum,class,order,gbifID,license
Miconia albicans,Miconia albicans (Sw.) Steud.,Melastomataceae,Miconia,-3.64166,-41.006306,Ceará,,,2025,9,11,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,5828278461,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Aechmea aquilega,Aechmea aquilega (Salisb.) Griseb.,Bromeliaceae,Aechmea,-4.229508,-38.959012,Ceará,,,2025,9,4,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,5828329962,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Centella asiatica,Centella asiatica (L.) Urb.,Apiaceae,Centella,-3.928738,-38.347141,Ceará,,,2025,9,2,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,5828357374,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Terminalia glabrescens,Terminalia glabrescens Mart.,Combretaceae,Terminalia,-3.721053,-40.990285,Ceará,,,2025,9,9,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,5828455584,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Tillandsia streptocarpa,Tillandsia streptocarpa Baker,Bromeliaceae,Tillandsia,-3.641672,-41.00628,Ceará,,,2025,9,11,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,5828464675,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cordia bicolor,Cordia bicolor A.DC. ex A.DC.,Cordiaceae,Cordia,-3.670765,-40.985323,Ceará,,,2025,9,9,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Boraginales,5828474429,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pterolepis cearensis,Pterolepis cearensis Huber,Melastomataceae,Pterolepis,-3.806595,-38.510204,Ceará,,,2025,9,1,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,5828576635,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Tillandsia recurvata,Tillandsia recurvata (L.) L.,Bromeliaceae,Tillandsia,-3.641665,-41.006296,Ceará,,,2025,9,11,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,5828589408,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Sida ciliaris,Sida ciliaris L.,Malvaceae,Sida,-3.807738,-38.510353,Ceará,,,2025,9,1,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,5828602812,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Miconia neourceolata,Miconia neourceolata Michelang.,Melastomataceae,Miconia,-3.64337,-41.00434,Ceará,,,2025,9,9,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,5828603701,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Aechmea aquilega,Aechmea aquilega (Salisb.) Griseb.,Bromeliaceae,Aechmea,-4.229363,-38.959072,Ceará,,,2025,9,4,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,5828659332,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Adenanthera pavonina,Adenanthera pavonina L.,Fabaceae,Adenanthera,-3.732192,-38.561969,Ceará,,,2025,9,6,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,5828671971,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Arrojadoa rhodantha,Arrojadoa rhodantha (Gürke) Britton & Rose,Cactaceae,Arrojadoa,-7.087779,-40.084412,Ceará,,,2025,9,6,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,5828703980,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Mandevilla hirsuta,Mandevilla hirsuta (A.Rich.) Malme,Apocynaceae,Mandevilla,-3.643137,-41.004283,Ceará,,,2025,9,9,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,5828729330,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Calopogonium caeruleum,Calopogonium caeruleum (Benth.) C.Wright,Fabaceae,Calopogonium,-3.94881,-38.723986,Ceará,,,2025,9,13,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,5828729975,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Plumbago zeylanica,Plumbago zeylanica L.,Plumbaginaceae,Plumbago,-3.830346,-38.469784,Ceará,,,2025,9,2,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,5828812683,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Trema micranthum,Trema micranthum (L.) Blume,Cannabaceae,Trema,-3.803883,-38.450881,Ceará,,,2025,9,3,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,5828840830,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pavonia cancellata,Pavonia cancellata (L.) Cav.,Malvaceae,Pavonia,-3.807702,-38.51046,Ceará,,,2025,9,1,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,5828848863,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Clitoria ternatea,Clitoria ternatea L.,Fabaceae,Clitoria,-3.744083,-38.535631,Ceará,"jardim do Instituto Federal de Educação, Ciência e Tecnologia do Ceará, Campus Fortaleza",Fortaleza,2025,9,10,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,5830276503,http://creativecommons.org/licenses/by/4.0/legalcode
Eugenia punicifolia,Eugenia punicifolia (Kunth) DC.,Myrtaceae,Eugenia,-3.796704,-38.488072,Ceará,,,2025,9,18,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,5830336200,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Psychotria carthagenensis,Psychotria carthagenensis Jacq.,Rubiaceae,Psychotria,-3.647425,-41.00621,Ceará,,,2025,9,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,5830369147,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Anthurium pentaphyllum,Anthurium pentaphyllum (Aubl.) G.Don,Araceae,Anthurium,-3.647439,-41.006197,Ceará,,,2025,9,10,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,5830441826,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Phoradendron pteroneuron,Phoradendron pteroneuron Eichler,Viscaceae,Phoradendron,-3.646591,-40.985551,Ceará,,,2025,9,9,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Santalales,5830533600,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Diplopterys pubipetala,Diplopterys pubipetala (A.Juss.) W.R.Anderson & C.Davis,Malpighiaceae,Diplopterys,-3.647121,-41.005872,Ceará,,,2025,9,10,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,5830535084,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Ficus americana,Ficus americana Aubl.,Moraceae,Ficus,-3.653852,-41.004998,Ceará,,,2025,9,9,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,5830563633,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Vitex panshiniana,Vitex panshiniana Moldenke,Lamiaceae,Vitex,-3.647121,-41.005876,Ceará,,,2025,9,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,5830585878,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Crotalaria retusa,Crotalaria retusa L.,Fabaceae,Crotalaria,-3.910255,-38.344063,Ceará,,,2025,9,22,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,5830594458,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Artocarpus heterophyllus,Artocarpus heterophyllus Lam.,Moraceae,Artocarpus,-4.20945,-38.972222,Ceará,,,2025,9,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,5830599561,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Syagrus cocoides,Syagrus cocoides Mart.,Arecaceae,Syagrus,-3.647118,-41.005879,Ceará,,,2025,9,10,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,5830627336,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Passovia pyrifolia,Passovia pyrifolia (Kunth) Tiegh.,Loranthaceae,Passovia,-3.647796,-41.005251,Ceará,,,2025,9,9,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Santalales,5830677129,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Ibatia ganglinosa,Ibatia ganglinosa (Vell.) Morillo,Apocynaceae,Ibatia,-3.743557,-38.577104,Ceará,,,2025,9,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,5830679934,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Chomelia obtusa,Chomelia obtusa Cham. & Schltdl.,Rubiaceae,Chomelia,-3.9308,-38.713111,Ceará,,,2025,9,13,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,5830687524,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Ruellia asperula,Ruellia asperula (Mart. ex Ness) Lindau,Acanthaceae,Ruellia,-5.075294,-39.039539,Ceará,,,2025,9,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,5830725496,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Calotropis procera,Calotropis procera (Aiton) W.T.Aiton,Apocynaceae,Calotropis,-3.914615,-38.33394,Ceará,,,2025,9,22,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,5830740120,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Hydrolea spinosa,Hydrolea spinosa L.,Hydroleaceae,Hydrolea,-3.790952,-38.433796,Ceará,,,2025,9,8,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,5830748564,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Tradescantia zebrina,Tradescantia zebrina Bosse,Commelinaceae,Tradescantia,-4.225238,-38.959837,Ceará,,,2025,9,18,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Commelinales,5830782867,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Ipomoea pes-caprae,Ipomoea pes-caprae (L.) R.Br.,Convolvulaceae,Ipomoea,-3.918182,-38.329045,Ceará,,,2025,9,22,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,5830853077,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Monstera adansonii,Monstera adansonii subsp. klotzschiana (Schott) Mayo & I.M.Andrade,Araceae,Monstera,-3.830484,-40.89262,Ceará,,,2025,9,20,HUMAN_OBSERVATION,PRESENT,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,5830963490,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Melochia nodiflora,Melochia nodiflora Sw.,Malvaceae,Melochia,-3.928458,-38.712843,Ceará,,,2025,9,13,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,5830965811,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Begonia reniformis,Begonia reniformis Dryand.,Begoniaceae,Begonia,-4.208387,-38.971438,Ceará,,,2025,9,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,5830973491,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Aristolochia labiata,Aristolochia labiata Willd.,Aristolochiaceae,Aristolochia,-7.333062,-39.41277,Ceará,,,2025,9,21,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Piperales,5837662361,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Hexasepalum gardneri,Hexasepalum gardneri (K.Schum.) J.H.Kirkbr. & Delprete,Rubiaceae,Hexasepalum,-3.549172,-40.451793,Ceará,,,2025,9,23,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,5837677938,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Adenocalymma apparicioanum,Adenocalymma apparicioanum J.C.Gomes,Bignoniaceae,Adenocalymma,-3.743937,-38.578539,Ceará,,,2025,9,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,5837698577,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pitcairnia limae,Pitcairnia limae L.B.Sm.,Bromeliaceae,Pitcairnia,-3.656986,-40.44683,Ceará,,,2025,9,23,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,5837705132,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Abrus precatorius,Abrus precatorius L.,Fabaceae,Abrus,-3.881921,-38.423036,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,5837723125,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Opuntia dillenii,Opuntia dillenii (Ker Gawl.) Haw.,Cactaceae,Opuntia,-3.910417,-38.344165,Ceará,,,2025,9,22,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,5837727278,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Leptobalanus octandrus,Leptobalanus octandrus subsp. octandrus,Chrysobalanaceae,Leptobalanus,-7.350225,-39.297965,Ceará,,,2025,9,25,HUMAN_OBSERVATION,PRESENT,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,5837732428,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Tillandsia gardneri,Tillandsia gardneri Lindl.,Bromeliaceae,Tillandsia,-3.604878,-40.42923,Ceará,,,2025,9,23,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,5837739290,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Anacardium occidentale,Anacardium occidentale L.,Anacardiaceae,Anacardium,-3.79494,-38.558337,Ceará,,,2025,9,6,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,5837751948,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Solanum paludosum,Solanum paludosum Moric.,Solanaceae,Solanum,-3.91787,-38.352202,Ceará,,,2025,9,22,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,5837768246,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Centratherum punctatum,Centratherum punctatum Cass.,Asteraceae,Centratherum,-3.73977,-38.572222,Ceará,,,2025,9,24,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,5837787897,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Myrcia tomentosa,Myrcia tomentosa (Aubl.) DC.,Myrtaceae,Myrcia,-3.882223,-38.424961,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,5837805987,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Leptobalanus octandrus,Leptobalanus octandrus subsp. octandrus,Chrysobalanaceae,Leptobalanus,-7.374059,-39.34294,Ceará,,,2025,9,11,HUMAN_OBSERVATION,PRESENT,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,5837809268,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Solanum paniculatum,Solanum paniculatum L.,Solanaceae,Solanum,-3.743723,-38.57861,Ceará,,,2025,9,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,5837810017,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Diplopterys lutea,Diplopterys lutea (Griseb.) W.R.Anderson & C.Davis,Malpighiaceae,Diplopterys,-3.61507,-40.484448,Ceará,,,2025,9,23,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,5837823313,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Ceratopteris thalictroides,Ceratopteris thalictroides (L.) Brongn.,Pteridaceae,Ceratopteris,-3.926715,-38.346975,Ceará,,,2025,9,2,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,5837826510,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Passiflora glandulosa,Passiflora glandulosa Cav.,Passifloraceae,Passiflora,-4.132908,-40.728423,Ceará,,,2025,9,26,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,5837833053,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Hirtella racemosa,Hirtella racemosa Lam.,Chrysobalanaceae,Hirtella,-7.34682,-39.300712,Ceará,,,2025,9,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,5837834453,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Enterolobium timbouva,Enterolobium timbouva Mart.,Fabaceae,Enterolobium,-3.740596,-38.571695,Ceará,,,2025,9,24,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,5837836098,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Anacardium occidentale,Anacardium occidentale L.,Anacardiaceae,Anacardium,-3.8772,-38.425334,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,5837844836,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Davilla cearensis,Davilla cearensis Huber,Dilleniaceae,Davilla,-3.8772,-38.425334,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,5837870071,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Krameria tomentosa,Krameria tomentosa A.St.-Hil.,Krameriaceae,Krameria,-3.8772,-38.425334,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,5837884128,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Ouratea fieldingiana,Ouratea fieldingiana (Gardner) Engl.,Ochnaceae,Ouratea,-3.8772,-38.425334,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,5837890578,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Bacopa cochlearia,Bacopa cochlearia (Huber) L.B.Sm.,Plantaginaceae,Bacopa,-3.812288,-38.460544,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,5837898012,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cnidoscolus urens,Cnidoscolus urens (L.) Arthur,Euphorbiaceae,Cnidoscolus,-3.795825,-38.557188,Ceará,,,2025,9,6,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,5837928483,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Anacardium occidentale,Anacardium occidentale L.,Anacardiaceae,Anacardium,-3.91742,-38.352058,Ceará,,,2025,9,22,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,5837929972,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Portulaca oleracea,Portulaca oleracea L.,Portulacaceae,Portulaca,-3.741224,-38.569092,Ceará,,,2025,9,17,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,5837930002,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Desmodium distortum,Desmodium distortum (Aubl.) J.F.Macbr.,Fabaceae,Desmodium,-3.881861,-38.423033,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,5837931047,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Genipa americana,Genipa americana L.,Rubiaceae,Genipa,-3.8772,-38.425334,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,5837936775,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Diplopterys lutea,Diplopterys lutea (Griseb.) W.R.Anderson & C.Davis,Malpighiaceae,Diplopterys,-4.182762,-38.850496,Ceará,,,2025,9,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,5837951231,http://creativecommons.org/licenses/by/4.0/legalcode
Daustinia montana,Daustinia montana (Moric.) Buril & A.R.Simões,Convolvulaceae,Daustinia,-3.877779,-38.426854,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,5837991670,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Ixora brevifolia,Ixora brevifolia Benth.,Rubiaceae,Ixora,-3.881658,-38.42817,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,5837991976,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cochlospermum vitifolium,Cochlospermum vitifolium (Willd.) Spreng.,Cochlospermaceae,Cochlospermum,-3.8772,-38.425334,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,5838016230,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Bacopa angulata,Bacopa angulata (Benth.) Loefgr. & Edwall,Plantaginaceae,Bacopa,-3.880477,-38.421063,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,5838018778,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Curatella americana,Curatella americana L.,Dilleniaceae,Curatella,-3.8772,-38.425334,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,5838023372,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Myrcia tomentosa,Myrcia tomentosa (Aubl.) DC.,Myrtaceae,Myrcia,-3.881855,-38.423045,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,5838042975,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Himatanthus drasticus,Himatanthus drasticus (Mart.) Plumel,Apocynaceae,Himatanthus,-3.8772,-38.425334,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,5838051524,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Camonea umbellata,Camonea umbellata (L.) A.R.Simões & Staples,Convolvulaceae,Camonea,-3.804304,-38.452394,Ceará,,,2025,9,10,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,5838063258,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Portulaca oleracea,Portulaca oleracea L.,Portulacaceae,Portulaca,-3.741206,-38.568985,Ceará,,,2025,9,17,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,5838123394,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cereus jamacaru,Cereus jamacaru subsp. jamacaru,Cactaceae,Cereus,-6.683387,-38.896248,Ceará,,,2025,9,28,HUMAN_OBSERVATION,PRESENT,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,5838140449,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Hirtella racemosa,Hirtella racemosa Lam.,Chrysobalanaceae,Hirtella,-3.8772,-38.425334,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,5838152495,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pera glabrata,Pera glabrata (Schott) Poepp. ex Baill.,Peraceae,Pera,-3.646772,-41.007377,Ceará,,,2025,9,11,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,5838239096,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cyrtopodium flavum,Cyrtopodium flavum (Nees) Link & Otto ex Rchb.,Orchidaceae,Cyrtopodium,-3.59724,-40.441526,Ceará,,,2025,9,23,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,5838254345,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Himatanthus drasticus,Himatanthus drasticus (Mart.) Plumel,Apocynaceae,Himatanthus,-3.877519,-38.426942,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,5838305354,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Ixora brevifolia,Ixora brevifolia Benth.,Rubiaceae,Ixora,-3.8772,-38.425334,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,5838307362,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Epipremnum aureum,Epipremnum aureum (Linden & André) G.S.Bunting,Araceae,Epipremnum,-4.064525,-40.895841,Ceará,,,2025,9,26,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,5838327703,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pilosocereus catingicola,Pilosocereus catingicola subsp. salvadorensis (Werderm.) Zappi,Cactaceae,Pilosocereus,-3.910318,-38.34496,Ceará,,,2025,9,22,HUMAN_OBSERVATION,PRESENT,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,5838332152,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Curatella americana,Curatella americana L.,Dilleniaceae,Curatella,-3.878155,-38.428462,Ceará,,,2025,9,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,5838335727,http://creativecommons.org/licenses/by-nc/4.0/legalcode
